keyword,lang,cid,district,post_sj,sumry,main_img
음식,ja,JPPmagegz,종로구,ヌンラド クァンファムン(光化門)店,"最高品質の1++等級の牝韓牛のプルコギ料理と、毎日店内で打つ蕎麦、1++韓牛の出汁で深くあっさりとした味わいをお届けします。昼食や夕食の集まりにも適したクァンファムン(世宗文化会館)駅の美味しい店、ヌンラドクァンファムン(光化門)店

",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81783&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,zh,CNPf7xg5g,종로구,SCOOPER意式冰淇淋 景福宫店,在西村紫霞门路小巷里品尝的意式冰淇淋与阿芙佳朵,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82163&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,zh,CNP26wpqv,노원구,Cafe Forest,位于芦原区佛岩山山脚、紧邻花园并正对森林景致的山中咖啡馆,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82157&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,zh,CNPrr2u80,강북구,小櫷谷白云山庄,紧邻北汉山牛耳洞溪谷，供应虎掌菇清炖汤与炖排骨的山庄餐厅,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82152&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,zh,CNPuky86s,중구,Jade and Water 首尔站店,距首尔站5分钟！从早午餐到伴着夜景小酌，一应俱全的早午餐&家庭餐厅,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82054&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,zh,CNPituzq5,성동구,JADE&WATER 玉水店,2020年在玉水洞悄然落脚的一家店。据说连明星都会低调造访的那家早午餐名店,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82060&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,zh,CNPrfaiye,용산구,Tebie,以日式中华料理的风格，追求让人轻松享用的味道与想要久留的空间,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81937&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,zh,CNP3u33j2,용산구,NEW ORDER CLUB HANNAM,位于汉江镇站与梨泰院之间的纽约风格披萨专门店。以72小时低温发酵面团和双拼披萨为主，可搭配啤酒一同享用,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81931&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,zh,CNPhuefly,성동구,Jade and Water 圣水LCDC店,网飞《黑白厨师》前五强厨师尹男老亲自到访并大加赞赏的早午餐&家庭餐厅,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81915&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,zh,CNPl3xyt0,종로구,GIPPEN,可以同时品尝乡土美食蓟花解酒汤与特色炭火料理的餐厅,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81910&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,zh,CNPmagegz,종로구,绫罗岛光化门店,"绫罗岛光化门店采用顶级品质1++级韩牛制作烤肉，搭配每日自制的荞麦面，加以1++级高牛高汤汤底，呈现醇厚清爽的风味，是一家适合午晚餐聚餐的光化门站美食店。 

",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81783&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ko,KOPylc4hg,노원구,초안산수국동산,"약 1만 그루의 다채로운 수국과 산책로, 생태연못이 어우러진 도심 속 생태정원",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81842&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ko,KOPtte3ed,양천구,용왕산 스카이워크,숲 위를 걸으며 도심과 한강을 한눈에 조망할 수 있는 곳,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81571&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ko,KOP3pm9nc,강북구,북한산 체험형 숲속쉼터,도심 속 휴양·치유 공간으로 조성된 강북구를 대표하는 로컬 명소,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81563&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ko,KOPtr2tsi,동작구,서달산,현충원을 품고 있는 산으로 초보 등산 코스로 추천,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80200&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ko,KOPyia5so,서대문구,연희숲속쉼터,도심 속 자연의 아름다움을 느낄 수 있는 서대문구에 위치한 쉼터 공간,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79082&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ko,KOP0aa7qh,성동구,송정제방길,사계절이 아름다운 중랑천변에 자리한 산책로,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=77445&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ko,KOP5nlj26,용산구,남산 하늘숲길,맑은 하늘 아래 남산의 싱그러움을 느끼며 걸을 수 있는 산책로,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=77247&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ko,KOPda1e2c,노원구,수락산 벽운계곡,지하철로 갈 수 있는 서울 근교 계곡,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74596&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ko,KOPctphmy,용산구,용산 어린이정원,용산공원 반환부지 임시개방한 용산 어린이정원,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74191&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ko,KOP9l9dhu,도봉구,초안산근린공원 맨발 황톳길,도심 속 일상에 지친 시민들의 체력 증진을 위한 힐링 공간,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74029&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,en,ENPylc4hg,노원구,Choansan Hydrangea Hill,"An ecological garden in the city center where about 10,000 colorful hydrangeas, walking trails, and ecological ponds harmonize.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81842&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,en,ENPtte3ed,양천구,Yongwangsan Skywalk,"A place where you can view the city center and the Han River at a glance while walking above the forest.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81571&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,en,ENP3pm9nc,강북구,Bukhansan Experiential Forest Shelter,"A local attraction representing Gangbuk-gu, created as a recreation and healing space in the city.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81563&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,en,ENPtr2tsi,동작구,Seodalsan Mountain,"A mountain embracing the National Cemetery, recommended as a beginner's hiking course.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80200&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,en,ENPyia5so,서대문구,Yeonhui Forest Rest Area,"A rest area located in Seodaemun-gu where you can feel the beauty of nature in the city center.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79082&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,en,ENP0aa7qh,성동구,Songjeong Jebang gil,"A riverside trail along Jungnangcheon that is beautiful in all four seasons
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=77445&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,en,ENP5nlj26,용산구,Namsan Sky Forest Trail,"A walking trail where visitors can enjoy the freshness of Namsan under the clear sky.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=77247&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,en,ENPda1e2c,노원구,Suraksan Byeokung Valley,"A valley near Seoul accessible by subway
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74596&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,en,ENPctphmy,용산구,Yongsan Children's Garden,Yongsan Children's Garden temporarily opened on the returned Yongsan Park site,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74191&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,en,ENP9l9dhu,도봉구,Choansan Neighborhood Park Barefoot Loess Trail,"A healing space to enhance the well-being of city residents weary from daily life
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74029&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ja,JPPylc4hg,노원구,チョアンサン(楚安山)アジサイ園,約1万株の色とりどりのアジサイと散策路、生態池が調和した都市の中の生態庭園,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81842&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ja,JPPtte3ed,양천구,ヨンワンサン(龍王山)スカイウォーク,森の上を歩きながら都心とハンガン(漢江)を一望できるスポット,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81571&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ja,JPP3pm9nc,강북구,プカンサン(北漢山)体験型森林憩いの場,都心の休養・癒やしの空間として整備された、カンブク(江北)区を代表するローカルスポット,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81563&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ja,JPPtr2tsi,동작구,ソダルサン(西達山),ヒョンチュンウォン(顕忠院)を抱く山で、初心者の登山コースとしておすすめ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80200&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ja,JPPyia5so,서대문구,ヨンヒ(延禧)森の憩いの場,都会の中で自然の美しさを感じられる、ソデムン(西大門)区に位置する癒やしの空間,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79082&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ja,JPP0aa7qh,성동구,ソンジョン(松亭)堤防道,四季折々の美しさを見せるチュンナンチョン(中浪川)沿いの散策路,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=77445&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ja,JPP5nlj26,용산구,ナムサン(南山)空の森の道,澄んだ空の下、ナムサン(南山)の爽やかさを感じながら歩ける散策路,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=77247&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ja,JPPda1e2c,노원구,スラクサン(水落山)ピョグンゲゴク(碧雲渓谷),地下鉄で行けるソウル近郊の渓谷,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74596&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ja,JPPctphmy,용산구,ヨンサン(龍山)こども庭園,ヨンサン(龍山)公園の返還敷地を臨時開放したヨンサン(龍山)こども庭園,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74191&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,ja,JPP9l9dhu,도봉구,チョアンサン(楚安山)近隣公園裸足黄土道,都心での日常に疲れた市民の体力増進のためのヒーリング空間,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74029&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,zh,CNPylc4hg,노원구,楚安山绣球花公园,约1万株色彩缤纷的绣球花，搭配散步路和生态池塘交融而成的都市生态庭院,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81842&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,zh,CNPtte3ed,양천구,龙王山天空步道,漫步于林海之上，可以将市中心和汉江尽收眼底的地方,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81571&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,zh,CNP3pm9nc,강북구,北汉山体验型林间休息区,作为城市内休养疗愈空间打造而成，是江北区代表性的知名景点,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81563&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,zh,CNPtr2tsi,동작구,西达山,一座环抱显忠院的山，适合新手攀登,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80200&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,zh,CNPyia5so,서대문구,延禧林间休息区,位于西大门区，感受都市中自然之美的休憩空间,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79082&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,zh,CNP0aa7qh,성동구,松亭堤防路,坐落于四季景致迷人的中浪川畔的散步路,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=77445&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,zh,CNP5nlj26,용산구,南山天空林荫道,在澄澈天空下漫步，尽享南山盎然绿意的散步路,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=77247&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,zh,CNPda1e2c,노원구,水落山碧云溪谷,乘坐地铁就能到达的首尔近郊溪谷,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74596&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,zh,CNPctphmy,용산구,龙山儿童庭院,龙山公园返还用地临时开放的龙山儿童庭院,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74191&fileTy=MEDIA&fileNo=1&thumbTy=M
자연관광,zh,CNP9l9dhu,도봉구,楚安山近邻公园赤脚黄土路,帮助因城市日常生活而疲惫不堪的市民增强体力的治愈空间,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74029&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ko,KOPw0625e,용산구,포터림,도심 속에서 흙을 만지며 무언가를 만드는 즐거움과 여유를 느낄 수 있는 도자기 공방,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81714&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ko,KOPsdmz8m,영등포구,한강레져스포츠,도심 속 한강에서 만나는 수상레저 체험 공간,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81557&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ko,KOPuuvdzi,용산구,아르테파인 용산(모터사이클 렌탈샵) / Artefine Yongsan(Motorcycle Rental shop),한국의 도심을 자유 라이딩으로 볼 수 있는 액티비티 관광,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81264&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ko,KOPuz5pe1,송파구,한강유람선 이랜드크루즈,한강 위에서 서울의 야경과 낭만을 즐길 수 있는 특별한 유람선 체험,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81012&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ko,KOP7q4h12,노원구,노원기차마을,  스위스와 이탈리아를 단독테마로 하며 10분간격으로 낮과 밤이 바뀌는 서울 내 최대 규모 미니어처 전시장,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80851&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ko,KOP98vqxc,강남구,Color Signal (컬러시그널),"서울 강남에서 즐기는 K-뷰티 체험! 퍼스널 컬러 진단을 통해 찾는 나에게 가장 잘 어울리는 컬러와 메이크업, 헤어, 패션 스타일",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80826&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ko,KOPh6ancr,강남구,한국패션심리연구원 (Korea Fashion Psychology Institute),럭셔리 브랜드·명품 하우스가 신뢰한 청담동 퍼스널컬러 살롱,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80652&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ko,KOPaijkqu,중구,명동 퍼스널컬러& 메이크업 컬러홀릭,"한국의 퍼스널 컬러 진단, 체형분석, K뷰티 메이크업을 직접 체험할 수 있는 전문 컨설팅 공간",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80379&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ko,KOPhd6ywx,종로구,아델라인 주얼리 스튜디오 (Adellain Jewelry Studio),전통과 현대가 어우러진 서울 종로에서 세상에 하나뿐인 실버 주얼리를 만들어 볼 수 있는 체험형 전통 한국 공예 기반 워크숍,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80368&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ko,KOPsbsko1,중구,A:muu Hair (명동 에이뮤 헤어),명동에 위치한 프리미엄 헤어살롱으로 28년 이상 경력의 대표원장이 운영하는 헤어 전문 살롱,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80365&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,en,ENPw0625e,용산구,Potterim,"A ceramics studio where you can feel the joy and ease of shaping clay in the middle of the city
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81714&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,en,ENPsdmz8m,영등포구,Hangang Leisure Sports,"A water leisure experience space encountered on the Han River in the city center.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81557&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,en,ENPuuvdzi,용산구,Artefine Yongsan (Motorcycle Rental Shop),An activity tourism experience where you can freely ride through the heart of Seoul!,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81264&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,en,ENPuz5pe1,송파구,Han River Cruise E-Land Cruise,A special cruise experience to enjoy the night view and romance of Seoul on the Han River.,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81012&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,en,ENP98vqxc,강남구,Color Signal,"K-Beauty experience enjoyed in Gangnam, Seoul! Finding the colors, makeup, hair, and fashion styles that suit me best through personal color diagnosis.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80826&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,en,ENP7q4h12,노원구,Nowon Train Village,"The largest miniature exhibition hall in Seoul with an exclusive theme of Switzerland and Italy, where day and night alternate every 10 minutes.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80851&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,en,ENPh6ancr,강남구,Korea Fashion Psychology Institute,"A Cheongdam-dong personal color salon trusted by luxury brands and designer houses.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80652&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,en,ENPsbsko1,중구,A:muu Hair (Myeongdong A:muu Hair),"A premium hair salon located in Myeongdong, operated by a head director with over 28 years of experience.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80365&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,en,ENPhd6ywx,종로구,Adellain Jewelry Studio,"An experiential traditional Korean craft-based workshop where you can make one-of-a-kind silver jewelry in Jongno, Seoul, where tradition and modernity blend.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80368&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,en,ENPaijkqu,중구,Myeongdong Personal Color & Makeup Colorholic,"A specialized consulting space where you can directly experience Korea's personal color analysis, body type analysis, and K-beauty makeup.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80379&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ja,JPPw0625e,용산구,ポターリム,都会の真ん中で土に触れ、モノづくりの楽しさとゆとりを感じられる陶芸工房,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81714&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ja,JPPsdmz8m,영등포구,ハンガン(漢江)レジャースポーツ,都心を流れるハンガン(漢江)で楽しめるウォーターレジャー体験ゾーン,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81557&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ja,JPPuuvdzi,용산구,アルテファインヨンサン(龍山)(モーターサイクル・レンタルショップ) / Artefine Yongsan(Motorcycle Rental shop),韓国の都市部を自由なライディングで巡るアクティビティ観光,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81264&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ja,JPPuz5pe1,송파구,ハンガン(漢江)遊覧船 イーランドクルーズ,ハンガン(漢江)の上でソウルの夜景とロマンを楽しめる特別な遊覧船体験,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81012&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ja,JPP7q4h12,노원구,ノウォン(蘆原)列車村,スイスとイタリアをテーマに、10分ごとに昼と夜が切り替わるソウル最大規模のミニチュア展示館,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80851&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ja,JPP98vqxc,강남구,Color Signal(カラーシグナル),ソウルのカンナム(江南)で楽しむKビューティー体験！パーソナルカラー診断で、自分に最も似合うカラーとメイク、ヘア、ファッションスタイルを見つけてみませんか。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80826&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ja,JPPh6ancr,강남구,韓国ファッション心理研究院(Korea Fashion Psychology Institute),ラグジュアリーブランドや一流メゾンからも信頼を集める、チョンダムドン(清潭洞)のパーソナルカラーサロン,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80652&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ja,JPPaijkqu,중구,ミョンドン(明洞)パーソナルカラー＆メイクアップカラーホリック,韓国のパーソナルカラー診断、体型分析、K-ビューティーメイクアップを直接体験できる専門コンサルティングサロン,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80379&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ja,JPPhd6ywx,종로구,アデラインジュエリースタジオ(Adellain Jewelry Studio),伝統と現代が融合したソウル・チョンノ(鐘路)で、世界にひとつだけのシルバージュエリーを作ることができる体験型の伝統韓国工芸をベースとしたワークショップ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80368&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,ja,JPPsbsko1,중구,A: muu Hair(ミョンドン(明洞)エイミューヘア),ミョンドン(明洞)に位置するプレミアムヘアサロンで、28年以上のキャリアを持つ代表院長が運営するヘア専門サロン,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80365&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,zh,CNPw0625e,용산구,Potterim,可以在城市之中触摸陶土，感受造物乐趣与惬意时光的陶瓷工坊,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81714&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,zh,CNPsdmz8m,영등포구,汉江休闲运动,在都市之中，邂逅汉江水上休闲体验空间,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81557&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,zh,CNPuuvdzi,용산구,Artefine龙山店（摩托车租赁店) / Artefine Yongsan(Motorcycle Rental shop), 骑行畅游韩国市中心的动感体验观光 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81264&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,zh,CNPuz5pe1,송파구,汉江游览船Eland Cruise,泛舟汉江之上，沉浸式体验首尔夜景和浪漫氛围的特色游船之旅,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81012&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,zh,CNP7q4h12,노원구,芦原火车村,  这是首尔规模最大的微缩模型展馆，单独设立瑞士、意大利两大主题展区，场内每10分钟会模拟昼夜交替效果,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80851&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,zh,CNP98vqxc,강남구,Color Signal,在首尔江南体验韩式美妆！通过个人色彩诊断，找到最适配自己的色系、妆容、发型和穿搭风格,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80826&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,zh,CNPh6ancr,강남구,韩国时尚心理研究院(Korea Fashion Psychology Institute),众多奢侈品牌、高端名品工坊都信赖的清潭洞个人色彩形象沙龙,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80652&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,zh,CNPaijkqu,중구,明洞Personal Color&Makeup Color Holic,这里是专业形象咨询空间，可体验韩式个人色彩诊断、身形分析及韩式美妆造型服务,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80379&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,zh,CNPhd6ywx,종로구,Adellain珠宝工作室(Adellain Jewelry Studio),坐落于传统与现代交融的首尔钟路区，这是一处以韩国传统工艺为基础的体验工坊，可亲手打造独一无二的银饰珠宝,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80368&fileTy=MEDIA&fileNo=1&thumbTy=M
체험관광,zh,CNPsbsko1,중구,明洞A:muu Hair,位于明洞的高端美发沙龙，由拥有28年以上从业经验的主理人经营,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80365&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ko,KOP8m1ey6,중구,서울라이트 DDP 2026 가을,222m에 이르는 세계 최대 비정형 미디어 파사드 축제 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82088&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ko,KOPaecwqv,영등포구,HELLO SEOUL (더현대 서울 쇼핑 페스타),"10일간, 더현대 서울에서만 만날 수 있는 K-컬처 콘텐츠와 단독 쇼핑 혜택",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82085&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ko,KOPptkfz1,중구,2027 S/S 서울패션위크	," DDP와 잠실 롯데월드몰 등에서 개최하는 글로벌 패션 비즈니스 축제	
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81703&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ko,KOPun82v3,영등포구,한화와 함께하는 서울세계불꽃축제 2026,시민의 일상에 즐거움을 선사하기 위해 한화 그룹에서 꾸준히 진행해 온 대한민국 최고의 축제,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81789&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ko,KOPwqkvqs,종로구,2026 서울국제작가축제,누구세요? Who are we? 한국문학과 세계문학의 교류를 위해 2006년부터 이어온 글로벌 문학 축제,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81700&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ko,KOPbr2z6a,중구,DDP 디자인마이애미 서울 2026 (Design Miami Seoul),'살롱(Salon)' 개념을 도입해 디자인을 문화적 담론과 비즈니스가 함께 이루어지는 플랫폼으로 확장한 디자인마이애미 서울,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81695&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ko,KOPd2rqmc,중구,2026 DDP 디자인 북페어,"완성된 책 너머, 디자인의 언어와 제작의 이야기를 만나는 디자인 북페어 ",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81530&fileTy=MEDIA&fileNo=1&thumbTy=M
